Link,Info
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM2MTY4OTI=,Hamad Syed Founder/Creative Director Digital Hubs
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM2MTY2MzA=,Mohamed Anouar Gadhoum CEO - Cofounder PayDay Takaful
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM2MTUxOTU=,Omar Atta CBO - Founder Cloudilic
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM2MTQzMjM=,ABHISHEK TUPPADA Co-Founder & CEO FinFusion Solutions Inc
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM2MTQ2MTM=,Abdulaziz Bin Hamdan Founder Parallel Employment Solutions
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM2MDYwNjA=,Wesley Shu Founder & CEO Formosa `p`lus
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM2MDQxODg=,Ashraf Mraybeh Founder SuccessFully
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM1NzYyMTA=,Sohayb Baset Co founder HOMEi
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM1NTYyOTA=,Jiss Jose Founder - Director Concerto Software and Systems
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM1NTM0MzA=,Nazir Salem Co-Founder MadFox Limited FZ LLE
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM1NTE0MjQ=,Harold Dickenson Jr Founder Kanousei Technology LLC
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM1NDg4OTA=,Igor Bershadsky Founder Phron AI
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM1NDcwNTk=,Praveen Chandiramani Founder & Chairman WorkerAppz Payments
